CustomerId,PostalCode,HashCode,Firstname,rowNumber,Birthday,Gender,churn,terminate,PaymentMethod,totalTransaction,age
808,59259,cQxVAmeI,Melchior,889,11AUG66:16:25:24,m,No,No,credit card,273.31986728,48
809,44254,foJr9t5u,Magdalena,369,07DEC57:16:25:24,w,No,Yes,credit card,210.50662568,57
810,30851,betRn5YN,Remigius,890,29SEP69:16:25:24,m,No,No,cash,590.57227425,45
811,51526,AHHxc9kM,Georg,891,09FEB36:16:25:24,m,No,Yes,credit card,549.2508416,78
812,33921,rxi2psQB,Katharina,370,21FEB79:16:25:24,w,No,Yes,credit card,360.45173504,35
813,53939,bItyHa6q,Joachim,892,29OCT86:16:25:24,m,No,Yes,credit card,4.6073340672,28
814,52925,qERLGCdj,Maximilian,893,03JUL56:16:25:24,m,No,Yes,cash,383.0226017,58
815,61009,zhkSv1Ke,Friedrich,894,23JUL92:16:25:24,m,No,No,credit card,628.02000053,22
816,62584,UzKcxBaP,Jakob,895,10JAN61:16:25:24,m,No,No,credit card,771.08340433,53
817,60803,9FL9XdqV,Burgunde,371,12NOV23:16:25:24,w,No,No,credit card,281.8384154,91
818,26753,iXGT9vAo,Karl,896,24JAN82:16:25:24,m,No,Yes,credit card,229.92064902,32
819,60180,3bgeC6rr,Georgine,372,26JUL72:16:25:24,w,No,Yes,cash,297.79479226,42
820,55954,2d934Bu7,Hannelore,373,19OCT66:16:25:24,w,Yes,No,credit card,470.62435541,48
821,27168,BtCY2Neh,Anton,897,08JUN23:16:25:24,m,No,Yes,credit card,427.59547463,91
822,43205,z0VM3gps,Ludwig,898,16APR41:16:25:24,m,No,Yes,cash,290.12717039,73
823,41534,9SmKpcM1,Valentin,899,18JUL71:16:25:24,m,No,No,cash,376.63856776,43
824,64283,atMTm4DU,Konrad,900,12OCT54:16:25:24,m,No,Yes,cheque,2.5,60
825,58383,v0VSwLW8,Anna,374,08DEC84:16:25:24,w,No,No,cash,22.423904465,30
826,66555,U87clKzw,Melchior,901,20APR74:16:25:24,m,No,No,credit card,104.93447835,40
827,69803,t6LssDc4,Annemarie,375,05JUL72:16:25:24,w,No,No,cheque,22.698772012,42
828,58653,efYQpP8S,Anastasia,376,06MAR86:16:25:24,w,No,Yes,cash,122.67042916,28
829,41811,6hJExwDv,Apollonia,377,01MAR42:16:25:24,w,Yes,No,credit card,305.75091833,72
830,47473,VVYiedd1,Margaret,378,01APR69:16:25:24,w,No,No,cheque,425.51565139,45
831,34700,LjEwgghy,Verena,379,11APR87:16:25:24,w,No,No,credit card,679.52448672,27
832,30742,sBQiXOZp,Kreszentia,380,17JUL84:16:25:24,w,No,No,credit card,163.23151698,30
833,66489,PxF8RGF9,Margaret,381,27FEB86:16:25:24,w,No,No,credit card,361.84537809,28
834,61250,Lp7fHHX7,Alfons,902,18OCT92:16:25:24,m,No,Yes,credit card,237.20968025,22
835,49624,G35yodto,Leonhard,903,28DEC73:16:25:24,m,No,No,credit card,102.36112143,41
836,58513,FGIAqKvd,Adalbert,904,27DEC28:16:25:24,m,No,No,credit card,724.94758345,86
837,48561,R9WZiAue,Rosemarie,382,16JUN63:16:25:24,w,No,No,credit card,565.14166692,51
838,66510,qdshQwdW,Bernd,905,20JUL92:16:25:24,m,No,No,credit card,379.64672636,22
839,37971,GgEMzGeT,Maximiliane,383,26JUN53:16:25:24,w,No,Yes,credit card,335.97415325,61
840,27734,gLLx35l1,Bernadette,384,08DEC37:16:25:24,w,No,No,cash,353.2886275,77
841,49560,oTZDktHt,Katharina,385,02APR30:16:25:24,w,No,Yes,credit card,271.26368182,84
842,42646,vaBGs2wG,Burgunde,386,06APR65:16:25:24,w,No,Yes,credit card,173.58659233,49
843,64855,pXvDL0bK,Wilhelmine,387,26APR74:16:25:24,w,No,Yes,cash,127.83593719,40
844,70783,UAIsrQB1,Eduard,906,12AUG96:16:25:24,m,No,No,credit card,264.37587635,18
845,23851,UtVqhmSO,Rosina,388,29AUG59:16:25:24,w,No,Yes,credit card,285.10122898,55
846,48600,kXtbwzs3,Joseph,907,19OCT49:16:25:24,m,No,No,cash,226.02819401,65
847,66295,kauPYUXF,Berthold,908,12OCT81:16:25:24,m,No,No,cash,86.727930743,33
848,63033,VUQa3oh2,Valentin,909,20SEP78:16:25:24,m,No,No,cash,2.5,36
849,28003,wYWMkBR1,Bernd,910,04NOV79:16:25:24,m,No,No,cash,535.54635174,35
850,99999,kFRWAgVk,Irmgard,389,05DEC80:16:25:24,w,No,Yes,credit card,316.01939315,34
851,50974,XWHLfcAs,Valentin,911,18JAN92:16:25:24,m,No,No,credit card,206.23627149,22
852,43939,VsbDHkXI,Birgit,390,19SEP40:16:25:24,w,No,Yes,cheque,165.84876147,74
853,76903,oHbgmBfM,Fridolin,912,14FEB75:16:25:24,m,No,No,credit card,211.28608417,39
854,44793,G1c0kZqQ,Agnes,391,24MAY66:16:25:24,w,No,Yes,cash,139.49589555,48
855,53954,Kk9r7cFY,Dorothea,392,13JUN87:16:25:24,w,No,No,credit card,242.71701896,27
856,42615,C6ydBL3k,Ludwig,913,09MAY46:16:25:24,m,No,Yes,cash,300.63854569,68
857,46698,Xl4Rzb3l,Georg,914,28MAY61:16:25:24,m,No,No,credit card,221.37721752,53
858,54270,vtqPRomS,Stefanie,393,23DEC90:16:25:24,w,No,No,credit card,282.39325814,24
859,66121,0JhOQ8Qd,Marlene,394,21OCT52:16:25:24,w,No,Yes,cash,144.55292843,62
860,51185,zD2BIz5J,Burgunde,395,13FEB59:16:25:24,w,No,No,credit card,183.31425216,55
861,59439,cujNb6GQ,Bartholomäus,915,22AUG42:16:25:24,m,No,Yes,cheque,441.99445637,72
862,56726,M7k3Q56M,Hildegard,396,21OCT71:16:25:24,w,No,No,credit card,161.24999843,43
863,63864,PtELzyxg,Engelbert,916,26AUG71:16:25:24,m,No,No,credit card,787.82401253,43
864,40400,ORbs0Lvf,Cäcilie,397,17JUL44:16:25:24,w,No,Yes,cash,337.2496399,70
865,59787,CG3hseQg,Herbert,917,07JUL79:16:25:24,m,No,No,cash,268.74141353,35
866,23320,hrYVKtik,Burgunde,398,07OCT93:16:25:24,w,No,No,credit card,210.79437617,21
867,49695,8TyhrvGv,Leonhard,918,30OCT27:16:25:24,m,No,Yes,credit card,437.29614997,87
868,24888,40xiWgv9,Bernhard,919,11JUL69:16:25:24,m,Yes,No,cheque,65.191070068,45
869,50237,iD6rf8X0,Katrin,399,08JUL30:16:25:24,w,No,Yes,cash,358.13737526,84
870,70795,K2SwvDUq,Albert,920,09APR88:16:25:24,m,No,No,credit card,341.16043864,26
871,39874,4SM4YBZJ,Leopold,921,01APR69:16:25:24,m,No,Yes,cash,222.44991632,45
872,50286,KHQtO7w3,Bernhard,922,06OCT94:16:25:24,m,No,No,credit card,437.6595184,20
873,53800,irdKbEjp,Reinhold,923,12AUG68:16:25:24,m,Yes,No,credit card,616.5280496,46
874,16287,ZWllOgnR,Rosmarie,400,10JUL70:16:25:24,w,No,Yes,credit card,277.35994685,44
875,36385,b6OHSgJp,Wolfgang,924,26DEC82:16:25:24,m,No,No,credit card,567.53602844,32
876,43806,YliWRuTy,Wolfgang,925,07MAY23:16:25:24,m,No,Yes,cash,458.89805444,91
877,52813,vlxRfaAW,Dionysius,926,02JUN93:16:25:24,m,No,No,credit card,590.44729791,21
878,47047,a2PoJ8ki,Alfred,927,21SEP57:16:25:24,m,No,No,credit card,147.28799486,57
879,39874,xO44WLs3,Ottilie,401,19APR52:16:25:24,w,No,Yes,credit card,386.29146682,62
880,64312,K6kMxuJP,Korbinian,928,01MAR94:16:25:24,m,No,No,credit card,120.41200852,20
881,39757,hf5hPzp3,Apollonia,402,12DEC88:16:25:24,w,No,No,credit card,210.88743377,26
882,51205,fwjpXA4a,Quirin,929,08SEP68:16:25:24,m,No,Yes,cash,248.47272305,46
883,54545,Rv3TbHnx,Gertrud,403,06JUN75:16:25:24,w,No,Yes,credit card,440.73869128,39
884,60887,0JhOQ8Qd,Benno,930,19JUL76:16:25:24,m,No,Yes,cheque,953.05505641,38
885,46154,0umdDpXY,Philip(p),931,12NOV69:16:25:24,m,No,No,credit card,284.16875419,45
886,50300,9g6VmGea,Johannes,932,14AUG62:16:25:24,m,No,No,credit card,121.34357729,52
887,52384,QEKAlp1B,Hubert,933,20JUL86:16:25:24,m,No,No,credit card,97.64507152,28
888,77948,GVyk9T3k,Maria,404,20DEC71:16:25:24,w,Yes,No,cash,209.42723414,43
889,60214,kPllLZRN,Nikolaus,934,21JAN77:16:25:24,m,No,No,credit card,18.098478125,37
890,62265,iQ7emDBS,Laurentius,935,04DEC93:16:25:24,m,No,No,cash,61.955524834,21
891,36295,Hps22IPl,Cäcilia,405,05FEB59:16:25:24,w,No,No,credit card,432.76698693,55
892,45682,goLdUeh8,Georg,936,29JAN50:16:25:24,m,No,No,credit card,887.55540532,64
893,35853,hydgaqUB,Leonhard,937,22JAN58:16:25:24,m,No,No,credit card,2.5,56
894,56713,QEWjfNrr,Rosina,406,13JUN47:16:25:24,w,No,Yes,cash,226.42891749,67
895,78832,QbYO4GWz,Magdalena,407,23SEP44:16:25:24,w,No,Yes,credit card,380.86589146,70
896,48859,luwY0LvJ,Ferdinand,938,28FEB25:16:25:24,m,No,Yes,cash,2.5,89
897,50719,7N8iQldz,Jakob,939,09AUG72:16:25:24,m,No,Yes,credit card,377.1906898,42
898,45436,Xs7QOvjj,Georg,940,15FEB66:16:25:24,m,No,No,credit card,839.57680838,48
899,59830,4pEvG68d,Rupert,941,25NOV75:16:25:24,m,No,No,credit card,296.9389702,39
900,52214,ClU1K8pr,Marinus,942,26NOV75:16:25:24,m,Yes,No,cash,176.37055487,39
901,39913,Xs7QOvjj,Leopold,943,02APR47:16:25:24,m,No,Yes,cash,2.5,67
902,94741,zfK9yoyR,Leopold,944,17JUN26:16:25:24,m,No,Yes,cheque,178.30974951,88
903,65985,vLgIg5Nz,Eustachius,945,14APR84:16:25:24,m,No,No,cash,711.44215482,30
904,34487,BAPZtsPS,Klothilde,408,21DEC62:16:25:24,w,No,Yes,credit card,314.77255087,52
905,71111,y1nBm0uq,Stephan,946,06MAR83:16:25:24,m,No,No,credit card,335.1907028,31
906,62628,Ewp7EdBm,Gertrud,409,29JUL79:16:25:24,w,No,Yes,credit card,223.18779323,35
907,50469,HdsDet1B,Dominik,947,11DEC81:16:25:24,m,No,No,credit card,631.55644853,33
908,62144,w6dAdH77,Lieselotte,410,02DEC87:16:25:24,w,No,No,cheque,400.74413054,27
909,96532,jUNaG3EC,Andreas,948,17MAR49:16:25:24,m,No,No,credit card,297.7838883,65
910,88362,8wYtDBo8,Balthasar,949,22JAN71:16:25:24,m,No,No,credit card,682.00053472,43
911,66250,w6dAdH77,Augusta,411,01MAY68:16:25:24,w,No,Yes,credit card,309.78687499,46
912,43336,BYv0hFhr,Cäcilie,412,12DEC56:16:25:24,w,No,No,cash,142.0132622,58
913,51215,5axdrhwL,Bartholomäus,950,30AUG79:16:25:24,m,No,Yes,credit card,460.14016117,35
914,63802,GRGGenRP,Franziska,413,22FEB96:16:25:24,w,No,Yes,credit card,305.47702903,18
915,49261,GJLsfnUz,Creszenzia,414,28OCT43:16:25:24,w,No,No,cash,522.66809867,71
916,39868,wCMq8WUK,Franziska,415,07MAY38:16:25:24,w,Yes,No,credit card,280.3142657,76
917,53698,bfskXmFM,Augusta,416,19JUL67:16:25:24,w,No,No,credit card,379.14315477,47
918,22184,bfpKdP3O,Christoph,951,01NOV89:16:25:24,m,No,No,credit card,396.18867842,25
919,29665,k9ml4Bd6,(Franz)Xaver,952,13MAR62:16:25:24,m,No,No,credit card,325.05988771,52
920,60633,w6dAdH77,Waltraud,417,29NOV65:16:25:24,w,No,No,cash,451.54626117,49
921,24913,FcPvi0wk,Elisabeth,418,29NOV86:16:25:24,w,No,Yes,cash,171.21597018,28
922,44612,6JVHkI4k,Bartholomäus,953,23JUN13:16:25:24,m,No,Yes,credit card,421.37989057,1
923,70311,oTZDktHt,Andreas,954,15NOV87:16:25:24,m,No,No,credit card,162.15760857,27
924,55530,imiE2Rrp,Kaspar,955,07JUL56:16:25:24,m,No,Yes,cash,27.007483135,58
925,75966,yk7RmqC3,Christina,419,28DEC47:16:25:24,w,No,Yes,credit card,396.38603982,67
926,47306,G66jrlyT,Laurentius,956,24JUN64:16:25:24,m,No,No,credit card,813.346495,50
927,40078,dDRvI9e4,Cäcilia,420,05MAY58:16:25:24,w,No,No,credit card,46.282897306,56
928,44189,7kwn6nI9,Edeltraud,421,10NOV89:16:25:24,w,No,Yes,cash,233.95071495,25
929,42056,PF1a3dGy,Sophie,422,28JAN51:16:25:24,w,No,No,cash,107.35148193,63
930,53755,eratuthF,Anna,423,17MAR62:16:25:24,w,No,Yes,credit card,111.05321577,52
931,53609,xSUlYQCo,Christoph,957,11FEB89:16:25:24,m,No,No,cash,250.12848844,25
932,64043,zD2BIz5J,Ursula,424,02APR84:16:25:24,w,No,No,credit card,353.09849141,30
933,35219,ufHs8J2Z,Rupert,958,04APR51:16:25:24,m,No,Yes,cheque,378.24883007,63
934,40901,nb9g7vXm,Edeltraud,425,11SEP37:16:25:24,w,No,Yes,credit card,196.13420993,77
935,46854,jvjbHoQf,Apollonia,426,07SEP44:16:25:24,w,No,Yes,cheque,243.19986495,70
936,20288,TFZ5Tj3Z,Kreszentia,427,05APR71:16:25:24,w,No,Yes,cash,411.81666995,43
937,58915,8dN88tYa,Reinhard,959,04SEP71:16:25:24,m,No,No,credit card,473.80518803,43
938,13641,nF8oEZ6Z,Ignaz,960,20DEC62:16:25:24,m,No,No,credit card,650.65105078,52
939,45679,Do9rtazl,Adalbert,961,22JAN70:16:25:24,m,No,No,credit card,987.51893732,44
940,62790,cFx3l7xM,Johann,962,20JUN62:16:25:24,m,No,No,credit card,292.55028939,52
941,77176,X3YpANiF,Hubert,963,25JAN84:16:25:24,m,No,No,credit card,527.5750839,30
942,55516,Xp4OigA4,Alexander,964,24NOV65:16:25:24,m,No,Yes,cheque,388.47693031,49
943,30225,1ImpQTzC,Therese,428,26NOV85:16:25:24,w,No,Yes,credit card,126.82188157,29
944,71861,IQhgHVoQ,Ludwig,965,19MAR64:16:25:24,m,No,Yes,credit card,262.74609887,50
945,21183,JQcMK7Kw,Bernhard,966,01FEB89:16:25:24,m,No,No,credit card,582.70378701,25
946,64049,SZS83G1j,Remigius,967,17MAR58:16:25:24,m,No,Yes,cash,88.480977887,56
947,69659,EuWshM0y,Klothilde,429,05AUG96:16:25:24,w,No,Yes,credit card,246.25098576,18
948,24494,vxfY9anz,Ottilie,430,25APR54:16:25:24,w,No,Yes,credit card,427.88439186,60
949,61260,IoAIXYwc,Cäcilia,431,10OCT43:16:25:24,w,No,Yes,cash,151.79918948,71
950,34225,C5g6ifZj,Matthias,968,13OCT68:16:25:24,m,No,Yes,cash,2.5,46
951,41236,9QaadiA2,Michael,969,25MAR71:16:25:24,m,Yes,No,cash,639.55026232,43
952,26307,13CTCydc,Korbinian,970,07OCT63:16:25:24,m,No,No,credit card,415.89686878,51
953,29540,lsbbuWoz,Rudolf,971,15DEC67:16:25:24,m,No,Yes,cash,693.51904133,47
954,42362,6RKmTzjy,Brigitte,432,04DEC88:16:25:24,w,No,No,credit card,173.42352677,26
955,39166,RqyR9Zyv,Alfons,972,21NOV70:16:25:24,m,No,No,credit card,457.10762194,44
956,59975,x4pYHlgV,Florian,973,19APR84:16:25:24,m,No,No,cash,245.33904798,30
957,57187,7WqX2h7Y,Alexander,974,24APR64:16:25:24,m,No,No,credit card,616.29906936,50
958,42348,VPBm67LB,Walburga,433,24DEC70:16:25:24,w,No,Yes,cash,49.934768628,44
959,55922,gcjFUIE5,Vitus,975,25MAY78:16:25:24,m,No,Yes,cash,462.83184124,36
960,45513,dYQHApCw,Matthias,976,16AUG94:16:25:24,m,No,No,credit card,559.25464338,20
961,55069,SmMXIAPJ,Benno,977,19JUL37:16:25:24,m,No,Yes,cash,248.73143365,77
962,40978,jTVJdtrV,Marie,434,20FEB61:16:25:24,w,No,No,credit card,214.99643206,53
963,81386,JMwG9cKx,Anastasia,435,09DEC49:16:25:24,w,No,Yes,credit card,355.41298556,65
964,45116,TR1g94vu,Augusta,436,30DEC71:16:25:24,w,No,Yes,credit card,157.63926649,43
965,68587,hSOkjC0H,Alexander,978,20MAY60:16:25:24,m,No,No,credit card,1098.3351707,54
966,52198,Xh5IQlKq,Waltraud,437,06APR48:16:25:24,w,No,Yes,credit card,169.45714453,66
967,60668,R9WZiAue,Apollonia,438,09JUL40:16:25:24,w,Yes,No,cash,181.73647204,74
968,40708,vsGwxJrF,Florian,979,26MAR83:16:25:24,m,No,No,credit card,405.9012333,31
969,47205,dkjkbYcr,Eduard,980,13DEC45:16:25:24,m,No,Yes,credit card,133.28166586,69
970,81673,vcYfSvYu,Hildegard,439,14NOV75:16:25:24,w,No,Yes,credit card,56.770147084,39
971,66365,JZsgRRkb,Birgit,440,13SEP74:16:25:24,w,No,Yes,credit card,93.45339245,40
972,63964,pXvDL0bK,Dominik,981,15JUN90:16:25:24,m,No,No,cash,2.5,24
973,53426,hJV6pIKL,Kunigunde,441,19APR61:16:25:24,w,No,Yes,cash,279.43810751,53
974,42139,oqVT8eJL,Ferdinand,982,20MAY75:16:25:24,m,No,No,credit card,392.84344758,39
975,55845,TFX0Nynn,Reinhold,983,07DEC32:16:25:24,m,No,Yes,cash,2.5,82
976,68452,OxxWp3VR,Hartmut,984,23NOV93:16:25:24,m,Yes,No,cash,2.5,21
977,59888,caVDslL0,Ursula,442,15FEB94:16:25:24,w,No,Yes,credit card,166.60800132,20
978,29641,Y4xjEVYs,Jakob,985,06MAR74:16:25:24,m,No,No,credit card,951.83085729,40
979,60877,sUcNBw7u,Adalbert,986,28OCT84:16:25:24,m,No,Yes,cash,31.563608539,30
980,47016,D0x9RSKN,Manfred,987,09OCT23:16:25:24,m,No,No,cash,733.37139851,91
981,39315,X6iyFUAB,Stefanie,443,20JAN72:16:25:24,w,No,Yes,credit card,2.5,42
982,52951,qEgENbk8,Albert,988,02APR34:16:25:24,m,No,Yes,cheque,140.47495546,80
983,56389,qoR9gBUN,Christian,989,26APR70:16:25:24,m,No,Yes,credit card,385.11523886,44
984,72253,K1LM1wa2,Matthias,990,15OCT90:16:25:24,m,No,No,credit card,827.49300486,24
985,32410,GcdANJZ9,Birgit,444,27AUG84:16:25:24,w,No,No,credit card,468.61956975,30
986,41173,rjtU2Gp8,Kunigunde,445,07FEB70:16:25:24,w,Yes,No,credit card,91.41331564,44
987,36549,BHRbmBG0,Adalbert,991,17OCT76:16:25:24,m,No,Yes,cash,79.951001208,38
988,23720,f6IvQ9iT,Alfred,992,02JAN88:16:25:24,m,No,No,credit card,332.76906643,26
989,43487,3DX3Tb31,Georg,993,23DEC92:16:25:24,m,No,No,credit card,552.65033024,22
990,50043,DiIeXlNJ,Annemarie,446,15AUG33:16:25:24,w,No,Yes,cheque,125.22554677,81
991,76653,YliWRuTy,Reinhard,994,06FEB64:16:25:24,m,No,Yes,cash,82.670981781,50
992,46280,ol5yiPlF,Scholastika,447,21APR85:16:25:24,w,No,No,credit card,58.546096515,29
993,48847,jNO6ylgr,Fridolin,995,21JUL31:16:25:24,m,No,No,cash,422.07207803,83
994,60904,uZZh1OO3,Leonhard,996,02JUL49:16:25:24,m,No,No,credit card,2.5,65
995,57129,awng4WeD,Alfons,997,14AUG94:16:25:24,m,No,No,credit card,44.174357797,20
996,53081,Hps22IPl,Sophia,448,09OCT84:16:25:24,w,No,No,credit card,265.63075797,30
997,42168,MyTexgxz,Valentin,998,02OCT29:16:25:24,m,No,No,credit card,873.12177692,85
998,92731,nLsFoXDP,Gregor,999,20APR93:16:25:24,m,No,Yes,credit card,874.99396772,21
999,61397,9ez07QZ4,Rupert,1000,01APR95:16:25:24,m,No,No,credit card,12.54380528,19
1000,40527,H0n3eUsn,Maria,449,03FEB90:16:25:24,w,No,No,credit card,198.7576378,24
